show_id,type,title,director,cast,country,release_year,rating,duration,listed_in,language,imdb_score,rotten_tomatoes_score,date_added,budget_millions,views_millions,revenue_millions,user_rating,number_of_reviews,episodes,average_episode_duration,production_house,age_certification,awards_won,awards_nominated,is_netflix_original,popularity_score,trending_rank,content_warning,subtitle_languages,audio_languages,hdr_available,uhd_available,mobile_downloads,offline_viewing
s251,TV Show,Beef: The Reckoning,Director 3481,"Actor 2131, Actor 7803, Actor 3520, Actor 7310, Actor 1280, Actor 6051, Actor 8623, Actor 6599, Actor 9638, Actor 9159, Actor 8503, Actor 6469, Actor 4321, Actor 9574, Actor 8173",Nigeria,1983,TV-PG,2 Seasons,"TV Thrillers, Political Dramas, TV Mysteries, Horror Movies",Mandarin,6.1,72.9,2016-09-11,88.7,264.0,114.5,5.0,37859,20.0,23 min,Production Co. 497,TV-PG,29,29,True,36.3,234.0,,11,18,False,True,False,True
s252,Movie,Secrets of the The Old Guard: A New Beginning,Director 1256,"Actor 6087, Actor 4996",Mexico,1990,PG-13,86 min,"Stand-Up Comedy, Sports Movies, Political Dramas",Norwegian,9.5,39.4,2021-11-11,239.0,1135.1,646.1,4.7,7354,,,Production Co. 811,PG-13,9,18,False,117.7,458.0,Nudity,14,6,False,True,True,False
s253,TV Show,Dark 16: The Final Chapter,Director 3706,"Actor 5535, Actor 6182, Actor 7787, Actor 9924, Actor 2176, Actor 2270, Actor 8271, Actor 7552, Actor 7372, Actor 7358, Actor 2441, Actor 5329, Actor 1464, Actor 6712, Actor 6345",Netherlands,2021,NC-17,6 Seasons,"TV Horror, Thrillers",Indonesian,7.2,32.0,2022-05-06,20.6,241.2,17.1,3.5,141838,5.0,57 min,Production Co. 912,NC-17,28,35,True,88.3,,,41,26,False,True,True,True
s254,Stand-up Comedy,Legend of Bill Burr: Paper Tiger: A New Beginning,Director 4275,"Actor 7797, Actor 8236, Actor 306, Actor 1971",Belgium,2018,PG,183 min,"Anime, Sci-Fi & Fantasy",English,6.4,27.3,2022-05-24,114.1,1263.1,86.5,4.2,53970,,,Production Co. 252,PG,37,56,True,100.1,,Disturbing Images,38,2,False,True,False,False
s255,Stand-up Comedy,Return of John Mulaney: Kid Gorgeous 17 Returns,Director 2107,"Actor 1879, Actor 1628",Italy,2003,PG,209 min,"Sports Movies, Faith & Spirituality",Norwegian,7.3,77.9,2020-04-13,52.9,517.1,289.4,5.0,47905,,,Production Co. 262,PG,5,19,False,87.8,,Violence,40,11,True,True,True,False
s256,Movie,The Last Interceptor Forever,Director 2113,"Actor 1982, Actor 850, Actor 3319, Actor 3926, Actor 9782, Actor 9602, Actor 3875",Denmark,1995,NC-17,208 min,"Medical Dramas, TV Dramas, Documentaries, Sci-Fi & Fantasy",German,8.7,4.8,2019-08-20,6.2,359.7,54.3,4.7,15914,,,Production Co. 326,NC-17,29,70,False,93.6,15.0,Drug Use,59,29,True,False,True,True
s257,Reality Show,Secrets of the Orange is the New Black Reality,Director 4100,"Actor 2333, Actor 6117, Actor 8855, Actor 2756",Germany,2013,NR,1 Season,"Fantasy Series, TV Sci-Fi & Fantasy",Finnish,8.1,92.8,2016-12-09,21.5,373.2,286.7,4.0,145549,18.0,17 min,Production Co. 2,NR,29,79,False,80.1,86.0,Flashing Lights,59,16,False,False,False,False
s258,Movie,Legend of Ma Rainey's Black Bottom: The Final Chapter,Director 1323,"Actor 8751, Actor 9226, Actor 1146, Actor 4926, Actor 1470, Actor 6477, Actor 2015, Actor 2289, Actor 9118, Actor 4579, Actor 7078, Actor 3455",Russia,2004,TV-Y,128 min,"Thrillers, Romantic Movies, TV Thrillers",Spanish,4.0,59.1,2016-07-05,33.7,0.8,0.3,4.1,71588,,,Production Co. 252,TV-Y,20,43,True,49.6,307.0,,9,21,True,False,True,True
s259,TV Show,Return of Elite,Director 4409,"Actor 1271, Actor 8826",Russia,1980,TV-PG,1 Season,TV Thrillers,Hebrew,9.5,66.1,2020-05-27,122.9,486.6,277.4,2.6,32372,15.0,67 min,Production Co. 386,TV-PG,38,45,False,131.1,394.0,Violence,8,15,False,True,False,True
s260,Limited Series,Beyond the Cobra Kai Chronicles 9 Returns,Director 738,"Actor 4968, Actor 3624, Actor 3839, Actor 8091, Actor 5948, Actor 603, Actor 4600, Actor 8075, Actor 9930, Actor 3426, Actor 117, Actor 3213, Actor 6490, Actor 1818",South Korea,1998,TV-14,1 Season,"Medical Dramas, Political Dramas, Horror Movies",Turkish,5.7,100.0,2018-02-23,111.2,845.2,385.4,3.0,144667,10.0,57 min,Production Co. 757,TV-14,36,77,True,28.2,66.0,Adult Content,17,30,True,False,True,True
s261,Movie,Legend of Society of the Snow,Director 3499,"Actor 850, Actor 5293, Actor 7087, Actor 6667, Actor 4490, Actor 1995, Actor 8492, Actor 7645, Actor 8120, Actor 5923, Actor 8475",Netherlands,1991,UR,70 min,Reality TV,Malay,8.5,85.6,2016-01-09,15.0,272.0,196.8,1.9,12331,,,Production Co. 285,UR,26,68,False,89.3,201.0,Language,57,19,True,True,False,True
s262,TV Show,Chronicles of Bridgerton 10: The Reckoning,Director 793,Actor 7864,Australia,1986,TV-Y7,9 Seasons,"Anime, Thrillers, Romantic Movies, Music & Musicals",German,8.3,45.6,2023-01-08,60.8,924.7,716.5,4.8,28289,19.0,30 min,Production Co. 982,TV-Y7,21,21,False,155.5,122.0,,39,20,False,True,False,True
s263,TV Show,The Last Narcos Forever,Director 533,"Actor 2090, Actor 1016, Actor 7241, Actor 898, Actor 4940, Actor 7076, Actor 1078, Actor 1669, Actor 915, Actor 9163, Actor 856, Actor 4832, Actor 6250",Belgium,1990,TV-Y,7 Seasons,"Cult Movies, TV Mysteries, Reality TV, Action & Adventure",Italian,5.3,60.0,2019-07-07,104.4,754.5,97.9,2.9,118879,16.0,44 min,Production Co. 815,TV-Y,27,79,True,75.2,481.0,Violence,30,17,False,True,True,True
s264,Limited Series,Legend of Stranger Things Chronicles: Reloaded,Director 1033,"Actor 8338, Actor 4199, Actor 5823, Actor 6898, Actor 7888, Actor 7285, Actor 3047, Actor 3984, Actor 2256, Actor 723, Actor 992",Turkey,2004,TV-Y,1 Season,"Stand-Up Comedy, TV Sci-Fi & Fantasy",Dutch,5.2,71.2,2022-06-05,116.8,548.9,89.8,4.0,134532,24.0,63 min,Production Co. 367,TV-Y,19,74,True,74.2,159.0,Nudity,24,1,True,True,True,True
s265,TV Show,Secrets of the Beef 7: Reloaded,Director 2798,"Actor 7795, Actor 7658, Actor 9827, Actor 5426",Denmark,2017,R,1 Season,"Stand-Up Comedy, TV Mysteries, Thrillers",English,7.4,56.6,2016-10-07,7.0,217.7,27.0,3.3,42560,7.0,44 min,Production Co. 898,R,2,63,True,36.6,,,15,15,True,True,False,False
s266,Movie,Chronicles of Interceptor: A New Beginning,Director 82,"Actor 5864, Actor 492",Denmark,2022,Unrated,205 min,Faith & Spirituality,Tagalog,8.4,67.7,2020-01-26,130.4,654.2,131.2,1.0,76192,,,Production Co. 451,Unrated,12,80,False,111.0,16.0,Nudity,12,8,False,True,False,True
s267,Reality Show,Chronicles of Elite Reality 9: The Reckoning,Director 1125,"Actor 1819, Actor 5545, Actor 3445, Actor 4999, Actor 7475, Actor 3935, Actor 6057",Norway,2015,TV-PG,1 Season,"Horror Movies, Legal Dramas, TV Sci-Fi & Fantasy",Hebrew,7.5,65.2,2016-03-26,7.4,180.2,74.0,4.4,17158,7.0,24 min,Production Co. 904,TV-PG,8,24,True,101.4,356.0,,28,21,True,True,True,False
s268,Movie,Secrets of the Da 5 Bloods: The Final Chapter,Director 4164,"Actor 8012, Actor 3429, Actor 1334, Actor 7712, Actor 1063, Actor 2744, Actor 8334, Actor 6359, Actor 8343, Actor 6132",Colombia,1988,NC-17,88 min,"Legal Dramas, Docuseries, Independent Movies, Teen TV Shows",Norwegian,5.3,83.5,2017-06-01,154.2,632.6,213.4,4.0,98030,,,Production Co. 539,NC-17,30,63,False,55.9,206.0,,38,21,True,True,True,True
s269,Movie,All Quiet on the Western Front: Reloaded,Director 3482,"Actor 6179, Actor 9362, Actor 2576, Actor 6130, Actor 4171, Actor 9021, Actor 1389, Actor 2201, Actor 1377, Actor 4835, Actor 7283, Actor 8501, Actor 5761, Actor 3772, Actor 9568",France,1990,TV-14,172 min,Docuseries,Polish,5.1,56.9,2019-06-07,76.8,503.7,182.0,3.9,134306,,,Production Co. 637,TV-14,21,54,False,39.8,210.0,Sexual Content,21,9,False,True,True,False
s270,Movie,Secrets of the The Devil All the Time Returns,Director 2413,"Actor 8221, Actor 8402, Actor 8957, Actor 1281, Actor 4529, Actor 3732, Actor 1613, Actor 1943, Actor 1169, Actor 5903, Actor 628, Actor 8947, Actor 3282, Actor 5469",China,2001,NC-17,101 min,"Thrillers, Romantic Movies",Malay,7.9,72.1,2016-12-03,190.3,524.0,122.2,3.0,79375,,,Production Co. 764,NC-17,17,24,True,87.4,,,35,30,False,True,False,False
s271,Stand-up Comedy,Chris Rock: Tamborine Forever,Director 98,"Actor 8400, Actor 2446, Actor 6513, Actor 3729, Actor 3718, Actor 3439, Actor 7774, Actor 3830",Turkey,2008,PG-13,67 min,"Docuseries, Thrillers, Crime TV Shows, Teen TV Shows",Portuguese,6.1,88.4,2022-07-03,91.1,135.1,63.3,4.0,49262,,,Production Co. 440,PG-13,26,26,False,32.8,286.0,Adult Content,37,28,True,False,True,False
s272,Movie,Secrets of the Glass Onion Forever,Director 3305,"Actor 8809, Actor 4910, Actor 5343, Actor 9617, Actor 381, Actor 9300, Actor 528, Actor 2280, Actor 2519, Actor 5411, Actor 9310, Actor 9880, Actor 9959",United Kingdom,2017,TV-G,211 min,"TV Dramas, LGBTQ Movies, TV Horror, Comedies",Indonesian,1.7,78.1,2023-09-09,116.0,533.2,298.8,4.7,140133,,,Production Co. 396,TV-G,12,60,True,19.6,493.0,Nudity,6,6,True,True,True,False
s273,TV Show,Chronicles of The Crown 13: The Final Chapter,Director 1910,"Actor 8592, Actor 1147, Actor 7450, Actor 942, Actor 6040",Australia,1984,TV-G,11 Seasons,Horror Movies,Polish,5.1,0.0,2018-04-23,1.0,221.5,15.1,3.4,85681,17.0,40 min,Production Co. 161,TV-G,7,16,False,26.8,36.0,,14,5,True,False,False,False
s274,Movie,Legend of Mank: The Final Chapter,Director 1663,"Actor 7520, Actor 4513, Actor 3305, Actor 122, Actor 2338, Actor 7303, Actor 1049, Actor 6542, Actor 9910",Philippines,1982,TV-Y7-FV,83 min,"Legal Dramas, Thrillers",Japanese,4.8,74.3,2022-08-03,83.3,0.1,0.0,5.0,149239,,,Production Co. 901,TV-Y7-FV,31,58,False,17.4,378.0,,57,30,False,False,False,False
s275,Movie,Return of Trial of the Chicago 7 Forever,Director 3152,"Actor 3006, Actor 9317, Actor 1566, Actor 6448, Actor 716, Actor 3928, Actor 2588, Actor 4486, Actor 8811, Actor 4783, Actor 1094, Actor 3560, Actor 8086, Actor 6739, Actor 9058",Turkey,1990,PG-13,112 min,TV Comedies,Hindi,6.7,55.2,2021-02-18,255.7,922.6,180.9,3.8,20082,,,Production Co. 774,PG-13,6,64,False,119.4,85.0,Smoking,3,15,True,True,False,False
s276,TV Show,Beyond the Virgin River: Reloaded,Director 310,Actor 4106,Turkey,2012,TV-MA,1 Season,Dramas,Finnish,5.5,95.9,2020-06-12,121.7,1171.9,932.4,4.6,85770,25.0,62 min,Production Co. 476,TV-MA,31,59,True,59.8,337.0,Sexual Content,9,16,False,True,True,True
s277,TV Show,Chronicles of Black Mirror Forever,Director 636,"Actor 184, Actor 4477, Actor 2515, Actor 7220, Actor 5867, Actor 2916, Actor 3550, Actor 565, Actor 8722, Actor 3542, Actor 7243",Japan,2005,NC-17,9 Seasons,Legal Dramas,Tagalog,5.5,100.0,2017-11-20,120.5,622.2,106.5,5.0,26966,16.0,59 min,Production Co. 316,NC-17,28,28,True,76.8,194.0,Drug Use,24,30,True,True,True,True
s278,TV Show,The Last The Night Agent Returns,Director 518,"Actor 1583, Actor 2751, Actor 2737, Actor 722",South Africa,1997,PG-13,8 Seasons,"Medical Dramas, Cult Movies, Teen TV Shows, International Movies",Mandarin,6.2,23.6,2018-02-26,8.0,15.2,6.6,3.4,54315,21.0,40 min,Production Co. 962,PG-13,27,27,True,40.1,183.0,Violence,26,21,False,True,False,True
s279,Movie,Chronicles of The Mother 9 Returns,Director 552,"Actor 3581, Actor 6736, Actor 4941, Actor 9812, Actor 8186, Actor 1669, Actor 8785, Actor 9326, Actor 2810, Actor 4128, Actor 1553, Actor 9829, Actor 5315, Actor 6367, Actor 2178",Sweden,2007,TV-MA,84 min,"Independent Movies, Teen TV Shows, Historical Dramas",Italian,5.0,41.2,2016-06-28,317.9,313.7,23.0,3.9,17718,,,Production Co. 344,TV-MA,1,77,False,66.7,328.0,Smoking,38,23,True,True,True,True
s280,Movie,Chronicles of Don't Look Up: Reloaded,Director 651,Actor 2254,Israel,2014,G,212 min,"Political Dramas, Sports Movies, International Movies",German,8.2,64.0,2022-12-13,209.1,1210.2,224.6,4.8,39779,,,Production Co. 385,G,13,13,True,76.5,,Sexual Content,48,29,False,True,False,False
s281,Movie,Legend of Extraction Forever,Director 2364,"Actor 389, Actor 3753, Actor 5428, Actor 5616, Actor 3970, Actor 3373, Actor 8837, Actor 886, Actor 4069, Actor 3645, Actor 9963, Actor 6251, Actor 8544",Indonesia,2013,NR,193 min,"Independent Movies, TV Thrillers, Action & Adventure",Turkish,5.3,77.1,2023-04-08,291.1,463.4,28.2,5.0,16958,,,Production Co. 891,NR,31,31,True,73.9,73.0,Adult Content,6,6,True,True,True,False
s282,Movie,Secrets of the The Mother 7: Reloaded,Director 1446,"Actor 4080, Actor 4967, Actor 4676, Actor 9445, Actor 7345, Actor 3300, Actor 4455, Actor 7884, Actor 1311, Actor 5892",India,2019,NR,213 min,"TV Dramas, Horror Movies, Historical Dramas, TV Thrillers",Italian,10.0,32.7,2020-10-02,232.2,1191.6,845.8,5.0,110827,,,Production Co. 518,NR,39,55,True,61.7,,Violence,49,13,False,True,False,True
s283,Limited Series,Secrets of the Elite Chronicles: The Final Chapter,Director 2321,"Actor 9211, Actor 9930, Actor 7879, Actor 1179, Actor 5460, Actor 2239, Actor 7689",Spain,1990,NC-17,1 Season,"Faith & Spirituality, International Movies",Dutch,5.8,73.3,2021-01-31,64.3,464.8,239.5,4.0,1115,4.0,70 min,Production Co. 513,NC-17,23,62,False,57.1,,,24,13,False,False,True,False
s284,Movie,The Last Extraction: Origins,Director 3575,"Actor 5712, Actor 8350, Actor 8006, Actor 6033, Actor 946",Turkey,2005,NC-17,148 min,"TV Sci-Fi & Fantasy, Music & Musicals, Historical Dramas, Children & Family",Malay,5.7,98.9,2018-03-06,19.5,118.4,38.5,4.8,94762,,,Production Co. 647,NC-17,1,18,False,26.0,484.0,Nudity,16,20,True,True,True,True
s285,Movie,Return of Interceptor: The Reckoning,Director 1547,"Actor 6930, Actor 2717, Actor 6994, Actor 4144, Actor 4952, Actor 8203, Actor 8736, Actor 6272, Actor 9603, Actor 5046, Actor 6744, Actor 1457, Actor 1791, Actor 9382, Actor 5643",Turkey,1984,TV-Y,185 min,"Sci-Fi & Fantasy, LGBTQ Movies",Danish,7.6,50.5,2021-10-24,318.3,885.5,679.4,4.2,104345,,,Production Co. 716,TV-Y,19,19,True,90.7,,Language,50,23,False,False,False,False
s286,Movie,Chronicles of Mank: Origins,Director 3986,"Actor 8235, Actor 1807, Actor 7384",Turkey,2019,TV-Y7-FV,139 min,"Independent Movies, International Movies",Polish,7.0,72.5,2018-03-22,106.2,779.6,591.6,2.8,15481,,,Production Co. 768,TV-Y7-FV,11,24,False,95.8,,Sexual Content,41,30,True,True,True,False
s287,TV Show,Return of Narcos 3 Returns,Director 4798,"Actor 7830, Actor 7950, Actor 1652, Actor 156",Australia,2003,TV-PG,2 Seasons,Sci-Fi & Fantasy,Danish,6.5,49.0,2016-05-01,15.3,202.0,128.8,4.6,1914,25.0,52 min,Production Co. 809,TV-PG,2,12,True,93.9,4.0,Smoking,49,9,False,False,False,False
s288,TV Show,Secrets of the Virgin River Returns,Director 1963,"Actor 6529, Actor 6201, Actor 938, Actor 5834, Actor 5411, Actor 1642",South Africa,1987,TV-Y,3 Seasons,Docuseries,German,6.4,28.7,2019-07-15,9.8,264.4,179.1,3.3,105351,8.0,16 min,Production Co. 617,TV-Y,7,67,False,40.0,,Drug Use,24,15,False,False,True,True
s289,TV Show,The Last Emily in Paris: A New Beginning,Director 3640,"Actor 9942, Actor 7939, Actor 6557, Actor 1334",Denmark,2020,UR,3 Seasons,"TV Sci-Fi & Fantasy, Historical Dramas, Cult Movies",Russian,5.1,68.8,2019-08-26,127.1,972.7,272.1,2.6,100908,13.0,53 min,Production Co. 200,UR,9,66,True,52.6,408.0,,44,18,False,True,False,True
s290,Movie,Beyond the Rebel Moon: Reloaded,Director 1397,"Actor 1466, Actor 1729, Actor 7126, Actor 479, Actor 2626, Actor 5350, Actor 6284, Actor 4594, Actor 3611, Actor 4221, Actor 7804, Actor 2017, Actor 2225",Egypt,2015,TV-Y7-FV,190 min,"Crime TV Shows, Thrillers, Reality TV, Comedies",Mandarin,8.2,57.5,2018-05-16,46.7,536.2,49.4,4.0,89994,,,Production Co. 387,TV-Y7-FV,24,71,False,76.3,,Language,19,3,True,True,False,True
s291,Movie,Legend of The Old Guard Returns,Director 4727,"Actor 28, Actor 5093, Actor 1014, Actor 9668, Actor 8776, Actor 3111, Actor 6360, Actor 6942, Actor 5238, Actor 5981, Actor 2070, Actor 8516",Colombia,1997,TV-Y7,218 min,"Cult Movies, TV Horror",Malay,6.1,62.5,2020-04-06,22.6,54.4,21.8,5.0,2428,,,Production Co. 552,TV-Y7,29,40,True,65.5,,Drug Use,32,22,False,True,False,True
s292,Limited Series,Legend of Ozark Chronicles: The Reckoning,Director 4702,"Actor 3535, Actor 8111, Actor 4776, Actor 6172, Actor 964, Actor 5459, Actor 2502, Actor 3451",Sweden,2022,TV-PG,2 Seasons,"Classic Movies, Independent Movies",Malay,6.9,37.7,2019-01-25,134.4,811.9,565.5,5.0,127816,16.0,34 min,Production Co. 835,TV-PG,10,10,False,67.7,348.0,Self-Harm,49,13,False,True,False,False
s293,TV Show,Beyond the Sex Education Forever,Director 1073,"Actor 9510, Actor 887, Actor 4982, Actor 7497, Actor 2682, Actor 9457",Colombia,2001,PG,6 Seasons,"TV Thrillers, Historical Dramas",Malay,7.6,57.6,2017-02-02,130.2,646.6,393.1,3.7,76325,8.0,28 min,Production Co. 224,PG,12,12,False,85.6,,,51,28,True,False,False,True
s294,TV Show,The Last Money Heist,Director 430,"Actor 8445, Actor 5546",Israel,1985,PG,2 Seasons,"Faith & Spirituality, TV Horror, Music & Musicals, Children & Family",Malay,8.8,67.8,2018-01-05,61.6,553.8,228.4,3.8,31163,11.0,40 min,Production Co. 501,PG,19,76,True,141.3,193.0,,43,22,True,False,False,False
s295,Movie,Secrets of the All Quiet on the Western Front 4: The Reckoning,Director 4008,"Actor 8352, Actor 3686, Actor 378, Actor 9615, Actor 9388, Actor 9382, Actor 7857, Actor 4485, Actor 1550, Actor 9714, Actor 2968",France,1980,Unrated,111 min,"Historical Dramas, TV Sci-Fi & Fantasy, Stand-Up Comedy, Dramas",Russian,5.8,63.2,2017-05-14,187.4,1086.8,205.1,2.5,26087,,,Production Co. 334,Unrated,4,68,True,71.6,359.0,Smoking,53,18,False,True,True,True
s296,Movie,Chronicles of The Old Guard: Origins,Director 4545,"Actor 5150, Actor 2016, Actor 642, Actor 2111, Actor 9423, Actor 3379, Actor 2642, Actor 1439",Ireland,2009,TV-Y,185 min,"Children & Family, Crime TV Shows, Documentaries",Swedish,2.8,30.8,2016-01-22,37.8,161.4,28.0,2.4,132703,,,Production Co. 306,TV-Y,23,69,True,23.5,484.0,Drug Use,20,2,False,False,True,False
s297,TV Show,Legend of Emily in Paris Returns,Director 4410,"Actor 3439, Actor 1623, Actor 733, Actor 3885, Actor 602, Actor 3082, Actor 2322, Actor 4911, Actor 3527",Indonesia,1998,TV-MA,3 Seasons,"LGBTQ Movies, TV Action & Adventure",Spanish,6.3,51.0,2022-10-18,132.9,255.7,173.2,3.5,72737,8.0,61 min,Production Co. 638,TV-MA,27,27,False,33.2,333.0,Disturbing Images,30,3,False,False,True,True
s298,Documentary,Beyond the Making a Murderer: Reloaded,Director 4618,"Actor 8380, Actor 9912, Actor 2688, Actor 6877, Actor 2515, Actor 5184, Actor 7105, Actor 6209, Actor 425, Actor 9890, Actor 4056",Brazil,1986,NC-17,2 Seasons,Sci-Fi & Fantasy,Hindi,5.0,45.7,2020-03-04,70.9,272.4,116.5,2.7,32688,,,Production Co. 545,NC-17,7,70,False,72.0,328.0,Flashing Lights,22,25,False,True,True,False
s299,TV Show,The Last Stranger Things: Reloaded,Director 861,"Actor 2024, Actor 2880, Actor 8626, Actor 5023, Actor 9648, Actor 8022, Actor 1566, Actor 8667, Actor 5717, Actor 9375, Actor 4621, Actor 9037, Actor 4441",Turkey,1985,PG,1 Season,Classic Movies,Japanese,5.8,48.8,2020-03-30,32.4,450.5,354.0,4.1,44780,14.0,75 min,Production Co. 770,PG,24,24,False,75.8,,,35,18,False,False,True,False
s300,Movie,Beyond the The Midnight Sky: Origins,Director 1036,"Actor 6207, Actor 9299, Actor 4381",Spain,1994,TV-Y7,156 min,TV Comedies,Spanish,7.0,20.7,2023-05-17,283.0,316.5,51.1,5.0,65323,,,Production Co. 695,TV-Y7,38,53,False,104.2,182.0,Smoking,19,9,False,True,False,True
s301,Movie,Return of Don't Look Up: The Reckoning,Director 652,"Actor 3933, Actor 1535",United States,1996,TV-PG,110 min,"Classic Movies, Crime TV Shows",Danish,8.6,99.5,2023-02-12,243.8,915.4,169.5,3.6,74954,,,Production Co. 568,TV-PG,31,31,False,116.6,478.0,Sexual Content,32,17,True,False,True,True
s302,Movie,Beyond the The Midnight Sky Returns,Director 4327,"Actor 9982, Actor 694, Actor 9952, Actor 7351, Actor 2762, Actor 8578, Actor 3688, Actor 2865, Actor 1231, Actor 6014, Actor 2185",Belgium,2002,TV-Y,133 min,"Classic Movies, TV Sci-Fi & Fantasy, Political Dramas",English,5.0,16.9,2018-09-27,30.9,270.5,185.8,4.1,99397,,,Production Co. 175,TV-Y,23,23,False,34.7,,Smoking,55,25,True,False,False,False
s303,Documentary,Secrets of the RBG Forever,Director 2498,"Actor 8447, Actor 581, Actor 7587, Actor 8000, Actor 943, Actor 5829, Actor 97, Actor 7543, Actor 5383, Actor 4889, Actor 5799, Actor 1756, Actor 85, Actor 5730, Actor 3051",Sweden,1983,G,2 Seasons,"TV Action & Adventure, Action & Adventure, Cult Movies, TV Sci-Fi & Fantasy",Hebrew,7.1,29.3,2018-06-09,159.2,1273.0,789.1,2.0,129006,,,Production Co. 203,G,5,67,True,133.4,468.0,Adult Content,50,22,False,True,False,False
s304,TV Show,Secrets of the Outer Banks: Origins,Director 2208,"Actor 7186, Actor 7199",Brazil,2022,TV-G,11 Seasons,"Dramas, TV Action & Adventure",Turkish,3.7,58.2,2022-01-06,134.0,1320.1,550.2,4.4,113780,4.0,37 min,Production Co. 905,TV-G,12,14,True,95.5,69.0,,22,29,True,True,True,False
s305,TV Show,The Last Shadow and Bone,Director 1044,"Actor 6552, Actor 8223, Actor 6371, Actor 2154, Actor 1798, Actor 1768",Brazil,2012,G,3 Seasons,Dramas,Vietnamese,8.6,82.0,2023-08-24,65.5,916.9,627.0,4.5,40794,15.0,47 min,Production Co. 14,G,15,15,False,61.6,306.0,Disturbing Images,31,10,False,False,True,False
s306,Movie,Legend of I Care a Lot 17: Origins,Director 2304,"Actor 1885, Actor 4318, Actor 4053, Actor 7032, Actor 3251, Actor 7765, Actor 1689, Actor 8231, Actor 2969, Actor 3092, Actor 9687, Actor 2437, Actor 3759",Poland,1995,TV-PG,216 min,Dramas,Portuguese,10.0,48.8,2018-10-18,168.4,691.2,48.5,5.0,105213,,,Production Co. 40,TV-PG,17,24,True,65.8,316.0,,4,13,False,False,True,True
s307,TV Show,Return of Virgin River Forever,Director 424,"Actor 1804, Actor 4412, Actor 5957, Actor 4597, Actor 5752",Australia,2005,PG,1 Season,"Music & Musicals, Teen TV Shows, Classic Movies, Independent Movies",Thai,6.6,81.1,2023-03-22,127.4,610.3,414.6,2.4,10738,4.0,18 min,Production Co. 677,PG,20,27,False,63.6,466.0,Disturbing Images,12,9,False,False,False,False
s308,TV Show,The Last The Witcher: Origins,Director 2954,"Actor 5921, Actor 9649, Actor 8665, Actor 9908, Actor 6089, Actor 3904, Actor 4522, Actor 3442, Actor 9574, Actor 6293, Actor 1430, Actor 1743",Egypt,1982,TV-MA,2 Seasons,"Documentaries, Children & Family",Portuguese,6.0,70.1,2019-09-18,55.8,817.7,240.7,5.0,49941,10.0,60 min,Production Co. 457,TV-MA,6,9,False,64.8,243.0,Drug Use,35,24,True,True,True,True
s309,TV Show,Legend of The Night Agent Returns,Director 3674,"Actor 1924, Actor 7146, Actor 1110, Actor 7911, Actor 6865, Actor 8582, Actor 8256, Actor 359, Actor 2736, Actor 9817, Actor 4492",Denmark,1999,NC-17,5 Seasons,"Sports Movies, Children & Family",Swedish,7.5,100.0,2020-02-08,32.9,306.1,60.4,4.5,148439,5.0,65 min,Production Co. 996,NC-17,12,50,False,26.4,446.0,Language,11,15,False,False,False,False
s310,Movie,Chronicles of Ma Rainey's Black Bottom 19: Reloaded,Director 73,"Actor 8402, Actor 7462, Actor 8255, Actor 8603, Actor 4241, Actor 4972, Actor 3610, Actor 4856, Actor 4400, Actor 9047, Actor 1952, Actor 2804, Actor 3669, Actor 748, Actor 8742",South Korea,1990,TV-Y7-FV,184 min,"Sports Movies, Children & Family",Dutch,7.6,49.7,2022-08-22,251.9,1531.0,688.0,3.0,38853,,,Production Co. 965,TV-Y7-FV,17,17,False,160.2,,Drug Use,53,7,True,True,False,False
s311,Movie,The Last The Adam Project: The Final Chapter,Director 3346,"Actor 4832, Actor 5319, Actor 939, Actor 171, Actor 5825, Actor 3593, Actor 4583, Actor 2896, Actor 4195, Actor 257, Actor 8805, Actor 9557, Actor 1744, Actor 6259, Actor 4217",Argentina,2021,TV-Y,191 min,"TV Thrillers, Reality TV",Tagalog,4.7,47.4,2017-07-01,42.9,220.8,52.3,3.8,85023,,,Production Co. 276,TV-Y,13,74,False,33.8,119.0,Disturbing Images,24,5,False,True,False,True
s312,Movie,Chronicles of The Mother: Origins,Director 4667,"Actor 2956, Actor 4622, Actor 345, Actor 5082, Actor 2670, Actor 2912, Actor 6459, Actor 9959",Canada,2015,NC-17,171 min,"Comedies, Faith & Spirituality",Finnish,10.0,2.2,2018-02-12,153.5,382.3,230.4,3.8,18907,,,Production Co. 437,NC-17,15,58,False,76.7,270.0,,52,1,True,False,False,True
s313,Movie,The Old Guard 2: Origins,Director 685,"Actor 2337, Actor 9825, Actor 222, Actor 154, Actor 1743",Sweden,1985,PG-13,97 min,"Crime TV Shows, International Movies, Dramas",Polish,4.9,0.0,2018-10-14,340.4,1177.9,125.1,3.0,125960,,,Production Co. 778,PG-13,36,56,True,81.9,246.0,Violence,35,23,False,True,True,True
s314,Movie,Legend of Project Power Forever,Director 10,"Actor 3676, Actor 394, Actor 3714, Actor 6999, Actor 6315, Actor 2415, Actor 5789, Actor 4700, Actor 3701, Actor 6304, Actor 1842, Actor 8058, Actor 2779, Actor 1805, Actor 3679",Canada,2006,Unrated,91 min,Sports Movies,Tagalog,6.5,70.6,2017-08-03,277.3,819.3,620.9,5.0,93686,,,Production Co. 79,Unrated,39,42,True,54.4,474.0,Violence,39,5,True,False,False,True
